corename,latitude,longitude,species,d18oc,reference,doi,subspecies,foram,t_annual,gridlat,gridlon,griddistance,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,t_seasonal,d18osw
ANTIX/4 2083-1,-46.37,7.04,N. pachyderma,4.01,Vazquez Riverios et al 2016,10.1002/2015GC006234,NA,N. pachyderma,6.252338409423828,-46.5,7.5,38.14244607200345,1,1,1,1,1,1,1,1,1,1,1,1,6.252338409423828,-0.1998613327741623
M23342,72.2,-13.0,N. pachyderma,3.41,Meland et al. (2006),10.1029/2005GC001078,NA,N. pachyderma,0.20131994783878326,72.5,-13.5,37.41738318302397,1,0,0,0,1,1,1,1,1,1,1,0,0.8767474889755249,-0.41003307700157166
JM97-948n,66.97,7.64,N. pachyderma,2.01,Meland et al. (2006),10.1029/2005GC001078,NA,N. pachyderma,8.591906547546387,66.5,7.5,52.68085706871085,1,1,1,1,1,1,1,1,1,1,1,1,8.591906547546387,0.24619077146053314
MD80-304,-51.07,67.73,N. pachyderma,2.935384462,Vazquez Riverios et al 2016,10.1002/2015GC006234,NA,N. pachyderma,2.9866883754730225,-51.5,67.5,50.47476472153867,1,1,1,1,1,1,1,1,1,1,1,1,2.9866883754730225,-0.3439752161502838
PS2367-1,-49.129,-6.004,N. pachyderma,2.79,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,3.1215732097625732,-49.5,-6.5,54.783406468245545,1,1,1,1,1,1,1,1,1,1,1,1,3.1215732097625732,-0.26316583156585693
PS2367-1,-49.129,-6.004,N. pachyderma,2.65,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,3.1215732097625732,-49.5,-6.5,54.783406468245545,1,1,1,1,1,1,1,1,1,1,1,1,3.1215732097625732,-0.26316583156585693
M23343,72.21,-13.0,N. pachyderma,3.36,Meland et al. (2006),10.1029/2005GC001078,NA,N. pachyderma,0.20131994783878326,72.5,-13.5,36.425171286691445,1,0,0,0,1,1,1,1,1,1,1,0,0.8767474889755249,-0.41003307700157166
ANTXI/2 2519-1,-53.22,-50.1,N. pachyderma,1.42,Vazquez Riverios et al 2016,10.1002/2015GC006234,NA,N. pachyderma,4.371664524078369,-53.5,-50.5,40.959381451560596,1,1,1,1,1,1,1,1,1,1,1,1,4.371664524078369,-0.22322042286396027
PS2368-1,-46.873,-5.718,N. pachyderma,2.85,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,6.073237895965576,-46.5,-5.5,44.734914074751174,1,1,1,1,1,1,1,1,1,1,1,1,6.073237895965576,-0.1761065572500229
PS2372-1,-53.996,-6.003,N. pachyderma,3.06,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,0.8551140427589417,-53.5,-6.5,64.17870331114338,1,1,1,1,1,1,1,1,1,1,1,1,0.8551140427589417,-0.31117650866508484
MD87-745,-54.25,-40.48,N. pachyderma,3.18913183333333,Vazquez Riverios et al 2016,10.1002/2015GC006234,NA,N. pachyderma,1.843389868736267,-54.5,-40.5,27.860048642806195,1,1,1,1,1,1,1,1,1,1,1,1,1.843389868736267,-0.29048946499824524
PS2372-1,-53.996,-6.003,N. pachyderma,3.05,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,0.8551140427589417,-53.5,-6.5,64.17870331114338,1,1,1,1,1,1,1,1,1,1,1,1,0.8551140427589417,-0.31117650866508484
MD88-795,-50.84,68.02,N. pachyderma,2.68670876987,Vazquez Riverios et al 2016,10.1002/2015GC006234,NA,N. pachyderma,3.049966812133789,-50.5,68.5,50.78722080291543,1,1,1,1,1,1,1,1,1,1,1,1,3.049966812133789,-0.3442024290561676
PS2366-1,-51.01,-5.956,N. pachyderma,2.96,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,1.8163567781448364,-51.5,-5.5,63.123333761242264,1,1,1,1,1,1,1,1,1,1,1,1,1.8163567781448364,-0.29069599509239197
PS2366-1,-51.01,-5.956,N. pachyderma,2.97,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,1.8163567781448364,-51.5,-5.5,63.123333761242264,1,1,1,1,1,1,1,1,1,1,1,1,1.8163567781448364,-0.29069599509239197
MD12-3394,-48.38,64.59,N. pachyderma,2.58143519812173,Vazquez Riverios et al 2016,10.1002/2015GC006234,NA,N. pachyderma,4.567647457122803,-48.5,64.5,14.920480883366954,1,1,1,1,1,1,1,1,1,1,1,1,4.567647457122803,-0.2830461859703064
M29/1 2726-3,-48.39,-56.93,N. pachyderma,3.48,Vazquez Riverios et al 2016,10.1002/2015GC006234,NA,N. pachyderma,7.570867538452148,-48.5,-56.5,34.0315194107005,1,1,1,1,1,1,1,1,1,1,1,1,7.570867538452148,-0.16234558820724487
MD84-568,-48.6,72.67,N. pachyderma,2.9791146227999996,Vazquez Riverios et al 2016,10.1002/2015GC006234,NA,N. pachyderma,4.0188727378845215,-48.5,72.5,16.758639991279107,1,1,1,1,1,1,1,1,1,1,1,1,4.0188727378845215,-0.3314424157142639
MD04-2718,-48.89,65.96,N. pachyderma,2.75364585,Vazquez Riverios et al 2016,10.1002/2015GC006234,NA,N. pachyderma,4.422534942626953,-48.5,65.5,55.020237380968645,1,1,1,1,1,1,1,1,1,1,1,1,4.422534942626953,-0.31386762857437134
PS2105-2,-48.694,-2.848,N. pachyderma,2.72,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,4.539149761199951,-48.5,-2.5,33.50782635099806,1,1,1,1,1,1,1,1,1,1,1,1,4.539149761199951,-0.23978039622306824
MD04-2721,-48.95,71.13,N. pachyderma,2.93795590704791,Vazquez Riverios et al 2016,10.1002/2015GC006234,NA,N. pachyderma,3.4516592025756836,-48.5,71.5,56.987680847336804,1,1,1,1,1,1,1,1,1,1,1,1,3.4516592025756836,-0.3350934684276581
PS2105-2,-48.694,-2.848,N. pachyderma,2.88,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,4.539149761199951,-48.5,-2.5,33.50782635099806,1,1,1,1,1,1,1,1,1,1,1,1,4.539149761199951,-0.23978039622306824
PS2354-1,-53.329,-59.096,N. pachyderma,1.65,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,6.562385082244873,-53.5,-59.5,32.87630923938908,1,1,1,1,1,1,1,1,1,1,1,1,6.562385082244873,-0.26700180768966675
M23348,70.42,-18.95,N. pachyderma,3.24,Meland et al. (2006),10.1029/2005GC001078,NA,N. pachyderma,0.11402914673089981,70.5,-18.5,18.974275760103005,1,0,0,0,1,1,1,1,1,1,1,0,0.7160362601280212,-0.3525671064853668
MD04-2717G,-48.96,65.93,N. pachyderma,2.59283843333333,Vazquez Riverios et al 2016,10.1002/2015GC006234,NA,N. pachyderma,4.422534942626953,-48.5,65.5,60.1581026564692,1,1,1,1,1,1,1,1,1,1,1,1,4.422534942626953,-0.31386762857437134
M23347,70.44,-16.08,N. pachyderma,3.38,Meland et al. (2006),10.1029/2005GC001078,NA,N. pachyderma,0.5894200205802917,70.5,-16.5,16.99719680459311,1,0,0,0,1,1,1,1,1,1,1,1,1.1098955869674683,-0.2459876835346222
M23344,71.73,-15.58,N. pachyderma,3.38,Meland et al. (2006),10.1029/2005GC001078,NA,N. pachyderma,0.26615166664123535,71.5,-15.5,25.757068891318195,1,0,0,0,1,1,1,1,1,1,1,0,0.9895687699317932,-0.32607465982437134
PS2363-1,-48.062,-5.998,N. pachyderma,3.19,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,4.072027683258057,-48.5,-5.5,61.141668028821876,1,1,1,1,1,1,1,1,1,1,1,1,4.072027683258057,-0.24110731482505798
MD84-563,-50.72,68.15,N. pachyderma,2.71357508027,Vazquez Riverios et al 2016,10.1002/2015GC006234,NA,N. pachyderma,3.049966812133789,-50.5,68.5,34.80074280133917,1,1,1,1,1,1,1,1,1,1,1,1,3.049966812133789,-0.3442024290561676
PS2366-1,-51.01,-5.956,N. pachyderma,3.54,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,1.8163567781448364,-51.5,-5.5,63.123333761242264,1,1,1,1,1,1,1,1,1,1,1,1,1.8163567781448364,-0.29069599509239197
MD00-2374,-46.03,96.48,N. pachyderma,1.8030687708985904,Vazquez Riverios et al 2016,10.1002/2015GC006234,NA,N. pachyderma,7.79785680770874,-46.5,96.5,52.34264783440083,1,1,1,1,1,1,1,1,1,1,1,1,7.79785680770874,-0.24415911734104156
GIK23008-1,66.9318,7.9178,N. pachyderma,2.49,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,8.591906547546387,66.5,7.5,51.46321600503558,1,1,1,1,1,1,1,1,1,1,1,1,8.591906547546387,0.24619077146053314
HM133-05,64.33,-6.08,N. pachyderma,2.62,Meland et al. (2006),10.1029/2005GC001078,NA,N. pachyderma,6.222917556762695,64.5,-6.5,27.67291571925811,1,1,1,1,1,1,1,1,1,1,1,1,6.222917556762695,0.34993842244148254
GIK23019-1,67.79,9.5767,N. pachyderma,2.23,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,8.24119758605957,67.5,9.5,32.44553773620893,1,1,1,1,1,1,1,1,1,1,1,1,8.24119758605957,0.17664723098278046
GIK23522-2,63.762,-28.659,N. pachyderma,3.07,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,7.4398040771484375,63.5,-28.5,30.20656365987544,1,1,1,1,1,1,1,1,1,1,1,1,7.4398040771484375,0.16476039588451385
GIK23524-2,63.004,-29.905,N. pachyderma,3.47,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,7.311511993408203,63.5,-29.5,58.82434587496203,1,1,1,1,1,1,1,1,1,1,1,1,7.311511993408203,0.13089166581630707
GIK23525-3,63.2498,-27.5965,N. pachyderma,3.4,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,7.57562780380249,63.5,-27.5,28.26510373414384,1,1,1,1,1,1,1,1,1,1,1,1,7.57562780380249,0.2127852439880371
GIK23526-3,63.3993,-28.0635,N. pachyderma,3.23,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,7.4398040771484375,63.5,-28.5,24.441538100852583,1,1,1,1,1,1,1,1,1,1,1,1,7.4398040771484375,0.16476039588451385
GIK23527-3,62.7887,-29.8863,N. pachyderma,3.09,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,7.801605224609375,62.5,-29.5,37.72665394746445,1,1,1,1,1,1,1,1,1,1,1,1,7.801605224609375,0.2191952019929886
GIK23528-3,63.164,-28.8415,N. pachyderma,3.3,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,7.4398040771484375,63.5,-28.5,41.1109551542167,1,1,1,1,1,1,1,1,1,1,1,1,7.4398040771484375,0.16476039588451385
GIK23519-4,64.8,-29.597,N. pachyderma,2.3,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,6.475654125213623,64.5,-29.5,33.71427787416473,1,1,1,1,1,1,1,1,1,1,1,1,6.475654125213623,-0.031654320657253265
GIK23536-1,63.737,-25.738,N. pachyderma,2.12,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,7.983846664428711,63.5,-25.5,28.890065422352436,1,1,1,1,1,1,1,1,1,1,1,1,7.983846664428711,0.29245948791503906
GIK23538-1,62.0065,-2.1736,N. pachyderma,2.5,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,8.66336441040039,62.5,-2.5,57.48125100838775,1,1,1,1,1,1,1,1,1,1,1,1,8.66336441040039,0.4102822244167328
GIK23539-1,62.7958,-2.449,N. pachyderma,2.76,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,8.66336441040039,62.5,-2.5,33.03142158595854,1,1,1,1,1,1,1,1,1,1,1,1,8.66336441040039,0.4102822244167328
GIK23540-2,62.7666,-2.5057,N. pachyderma,2.61,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,8.66336441040039,62.5,-2.5,29.679182741901506,1,1,1,1,1,1,1,1,1,1,1,1,8.66336441040039,0.4102822244167328
GIK23541-1,67.617,5.7653,N. pachyderma,2.45,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,8.181960105895996,67.5,5.5,17.226003920790085,1,1,1,1,1,1,1,1,1,1,1,1,8.181960105895996,0.3582559823989868
GIK23542-1,67.6785,7.0753,N. pachyderma,2.37,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,8.263520240783691,67.5,7.5,26.827279736008638,1,1,1,1,1,1,1,1,1,1,1,1,8.263520240783691,0.28390395641326904
GIK23543-1,67.578,7.2162,N. pachyderma,2.3,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,8.263520240783691,67.5,7.5,14.868702854378988,1,1,1,1,1,1,1,1,1,1,1,1,8.263520240783691,0.28390395641326904
GIK23537-1,62.0492,-2.5076,N. pachyderma,2.35,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,8.66336441040039,62.5,-2.5,50.18424045731874,1,1,1,1,1,1,1,1,1,1,1,1,8.66336441040039,0.4102822244167328
GIK23545-1,67.3525,8.3065,N. pachyderma,2.34,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,8.266304969787598,67.5,8.5,18.384097621689794,1,1,1,1,1,1,1,1,1,1,1,1,8.266304969787598,0.2316969782114029
GIK23518-2,64.543,-28.203,N. pachyderma,2.17,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,6.592968463897705,64.5,-28.5,15.006211718731553,1,1,1,1,1,1,1,1,1,1,1,1,6.592968463897705,0.02924380637705326
GIK23515-4,66.959,-25.2,N. pachyderma,2.97,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,4.358055591583252,66.5,-25.5,52.77128695721384,1,1,1,1,1,1,1,1,1,1,1,1,4.358055591583252,0.03937637060880661
GIK23353-2,70.5707,-12.7238,N. pachyderma,3.48,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,1.3980826139450073,70.5,-12.5,11.439405305408965,1,1,1,1,1,1,1,1,1,1,1,1,1.3980826139450073,-0.036103423684835434
GIK23354-4,70.3332,-10.6315,N. pachyderma,3.51,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,1.8965840339660645,70.5,-10.5,19.205395142767088,1,1,1,1,1,1,1,1,1,1,1,1,1.8965840339660645,0.05455378443002701
GIK23400-3,72.3517,-7.8067,N. pachyderma,3.8,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,1.1906142234802246,72.5,-7.5,19.46289253564554,1,1,1,0,1,1,1,1,1,1,1,1,1.3873436450958252,-0.032985758036375046
GIK23411-5,65.7983,3.51,N. pachyderma,2.62,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,8.596142768859863,65.5,3.5,33.20973854501385,1,1,1,1,1,1,1,1,1,1,1,1,8.596142768859863,0.3427041471004486
GIK23414-6,53.5367,-20.29,N. pachyderma,1.98,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,11.91183090209961,53.5,-20.5,14.487181377110389,1,1,1,1,1,1,1,1,1,1,1,1,11.91183090209961,0.4599928855895996
GIK23415-8,53.1783,-19.145,N. pachyderma,1.65,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,12.016815185546875,53.5,-19.5,42.88583003661608,1,1,1,1,1,1,1,1,1,1,1,1,12.016815185546875,0.4744543433189392
GIK23016-1,67.7572,9.7735,N. pachyderma,2.05,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,8.24119758605957,67.5,9.5,30.887380794859208,1,1,1,1,1,1,1,1,1,1,1,1,8.24119758605957,0.17664723098278046
GIK23416-5,51.5683,-20.0,N. pachyderma,1.49,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,12.653124809265137,51.5,-20.5,35.447897475509656,1,1,1,1,1,1,1,0,1,1,1,1,12.392080307006836,0.4987237751483917
GIK23424-3,70.035,-0.065,N. pachyderma,2.46,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,5.241883754730225,70.5,-0.5,54.28363610512904,1,1,1,1,1,1,1,1,1,1,1,1,5.241883754730225,0.3000507056713104
GIK23506-1,72.3933,-7.6033,N. pachyderma,3.53,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,1.1906142234802246,72.5,-7.5,12.373745105684995,1,1,1,0,1,1,1,1,1,1,1,1,1.3873436450958252,-0.032985758036375046
GIK23507-1,73.83,-9.2517,N. pachyderma,3.64,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,0.26627078652381897,73.5,-9.5,37.54886173892407,1,0,0,0,0,1,1,1,1,1,1,1,1.0459113121032715,-0.22103114426136017
GIK23508-1,73.86,-9.395,N. pachyderma,3.35,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,0.26627078652381897,73.5,-9.5,40.209305878291225,1,0,0,0,0,1,1,1,1,1,1,1,1.0459113121032715,-0.22103114426136017
GIK23512-2,72.9417,-13.4233,N. pachyderma,3.37,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,0.20131994783878326,72.5,-13.5,49.235046030167354,1,0,0,0,1,1,1,1,1,1,1,0,0.8767474889755249,-0.41003307700157166
GIK23514-3,66.673,-25.9525,N. pachyderma,3.48,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,4.358055591583252,66.5,-25.5,27.776163742350874,1,1,1,1,1,1,1,1,1,1,1,1,4.358055591583252,0.03937637060880661
GIK23418-5,52.55,-20.3333,N. pachyderma,1.36,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,12.266329765319824,52.5,-20.5,12.587756121726024,1,1,1,1,1,1,1,1,1,1,1,1,12.266329765319824,0.4773448705673218
GIK23547-4,69.9915,4.0007,N. pachyderma,2.61,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,7.104058742523193,69.5,4.5,57.997717420109765,1,1,1,1,1,1,1,1,1,1,1,1,7.104058742523193,0.38173148036003113
GIK23549-9,75.0567,-4.595,N. pachyderma,3.88,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,0.15145248174667358,75.5,-4.5,49.42091416176087,1,0,0,0,0,1,1,1,1,1,1,0,1.176082730293274,-0.06784161180257797
GIK23550-10,67.8767,-18.7167,N. pachyderma,3.49,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,3.2431423664093018,67.5,-18.5,42.92229516150212,1,1,1,1,1,1,1,1,1,1,1,1,3.2431423664093018,-0.05617186054587364
HM16142,63.25,2.6,N. pachyderma,1.96,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,9.004260063171387,63.5,2.5,28.273447889133227,1,1,1,1,1,1,1,1,1,1,1,1,9.004260063171387,0.2890024483203888
HM16144,63.08,2.99,N. pachyderma,2.09,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,9.004260063171387,63.5,2.5,52.79203348202934,1,1,1,1,1,1,1,1,1,1,1,1,9.004260063171387,0.2890024483203888
HM49-43,62.78,3.9,N. pachyderma,2.09,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,9.372664451599121,62.5,3.5,37.28670151123146,1,1,1,1,1,1,1,1,1,1,1,1,9.372664451599121,0.19717685878276825
HM52-04,61.36,-3.21,N. pachyderma,2.39,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,9.136723518371582,61.5,-3.5,21.93699966626753,1,1,1,1,1,1,1,1,1,1,1,1,9.136723518371582,0.4232507348060608
HM52-09,60.1,-7.14,N. pachyderma,3.93,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,9.73339557647705,60.5,-7.5,48.75384270622166,1,1,1,1,1,1,1,1,1,1,1,1,9.73339557647705,0.42580825090408325
GC-36,50.42,167.73,N. pachyderma,2.29,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,5.459573745727539,50.5,167.5,18.57378430526826,1,1,1,1,1,1,1,1,1,1,1,1,5.459573745727539,-0.6470322608947754
TN57-15,-51.9,4.52,N. pachyderma,2.8896,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,2.149831533432007,-51.5,4.5,44.54908048392074,1,1,1,1,1,1,1,1,1,1,1,1,2.149831533432007,-0.2568667531013489
GC-11,53.52,178.85,N. pachyderma,2.02,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,5.182319641113281,53.5,178.5,23.276596655175844,1,1,1,1,1,1,1,1,1,1,1,1,5.182319641113281,-0.6169978976249695
Fram III/8,81.79,4.93,N. pachyderma,3.11,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,0.19034583866596222,81.5,4.5,33.0231790884315,1,1,1,1,1,1,1,1,1,1,1,1,0.19034583866596222,-0.693072497844696
Fram III/7,81.84,5.27,N. pachyderma,2.68,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,0.31973668932914734,81.5,5.5,38.029822106996804,1,1,1,1,1,1,1,1,1,1,1,1,0.31973668932914734,-0.6906701326370239
HM52-20,63.05,-13.84,N. pachyderma,3.85,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,8.155245780944824,63.5,-13.5,52.90614033022852,1,1,1,1,1,1,1,1,1,1,1,1,8.155245780944824,0.33591386675834656
HM52-24,63.35,-13.31,N. pachyderma,4.05,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,8.155245780944824,63.5,-13.5,19.192504931590506,1,1,1,1,1,1,1,1,1,1,1,1,8.155245780944824,0.33591386675834656
HM52-28,64.0,-12.1,N. pachyderma,3.91,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,6.8576979637146,64.5,-12.5,58.92514824583276,1,1,1,1,1,1,1,1,1,1,1,1,6.8576979637146,0.28556904196739197
HM52-30,64.94,-10.14,N. pachyderma,3.0,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,6.304991245269775,64.5,-10.5,51.88390873939102,1,1,1,1,1,1,1,1,1,1,1,1,6.304991245269775,0.2926546037197113
HM52-14,60.4,-12.42,N. pachyderma,3.1,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,9.929306983947754,60.5,-12.5,11.967057711980358,1,1,1,1,1,1,1,1,1,1,1,1,9.929306983947754,0.421509712934494
HM16141,63.76,1.39,N. pachyderma,2.23,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,8.861336708068848,63.5,1.5,29.44962375816774,1,1,1,1,1,1,1,1,1,1,1,1,8.861336708068848,0.3279974162578583
HM16136,64.01,-0.73,N. pachyderma,2.21,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,8.05099868774414,64.5,-0.5,55.66847563874357,1,1,1,1,1,1,1,1,1,1,1,1,8.05099868774414,0.3925558030605316
HM16132,64.57,-0.72,N. pachyderma,2.11,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,8.05099868774414,64.5,-0.5,13.099542656040972,1,1,1,1,1,1,1,1,1,1,1,1,8.05099868774414,0.3925558030605316
GIK23552-8,69.5333,-19.0,N. pachyderma,3.53,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,0.6669816374778748,69.5,-19.5,19.826851575606437,1,1,1,1,1,1,1,1,1,1,1,1,0.6669816374778748,-0.25985386967658997
GIK23554-9,68.9237,-20.2967,N. pachyderma,3.54,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,1.6457833051681519,68.5,-20.5,47.876206511180676,1,1,1,1,1,1,1,1,1,1,1,1,1.6457833051681519,-0.17915083467960358
GIK32516-3,65.033,-28.283,N. pachyderma,2.3,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,5.336759567260742,65.5,-28.5,52.95933513548502,1,1,1,1,1,1,1,1,1,1,1,1,5.336759567260742,-0.1632288545370102
HM 49-08,63.06,0.79,N. pachyderma,1.94,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,8.686576843261719,63.5,0.5,51.08583397604721,1,1,1,1,1,1,1,1,1,1,1,1,8.686576843261719,0.36279621720314026
HM 49-13,65.39,-4.74,N. pachyderma,2.63,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,6.262765884399414,65.5,-4.5,16.529048787485785,1,1,1,1,1,1,1,1,1,1,1,1,6.262765884399414,0.3548789322376251
HM 49-14,65.42,-3.23,N. pachyderma,2.46,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,6.625158786773682,65.5,-3.5,15.334243447370918,1,1,1,1,1,1,1,1,1,1,1,1,6.625158786773682,0.36854442954063416
HM 49-15,66.34,-0.36,N. pachyderma,2.42,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,7.387826442718506,66.5,-0.5,18.87067325210604,1,1,1,1,1,1,1,1,1,1,1,1,7.387826442718506,0.390330970287323
SU90I-01,44.71,-34.02,N. pachyderma,2.49,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,16.241445541381836,44.5,-34.5,44.651028003185914,1,1,1,1,1,0,0,0,0,0,0,1,14.331348419189453,0.6942728757858276
HM 49-18,66.61,1.55,N. pachyderma,2.0,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,7.944730281829834,66.5,1.5,12.443777691895916,1,1,1,1,1,1,1,1,1,1,1,1,7.944730281829834,0.3944609761238098
HM 49-20,66.61,2.66,N. pachyderma,2.2,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,8.141866683959961,66.5,2.5,14.147842224864394,1,1,1,1,1,1,1,1,1,1,1,1,8.141866683959961,0.3881097733974457
HM 49-39,63.46,3.04,N. pachyderma,2.06,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,9.123290061950684,63.5,3.5,23.293912053812694,1,1,1,1,1,1,1,1,1,1,1,1,9.123290061950684,0.24975982308387756
HM 49-50,62.47,4.46,N. pachyderma,2.1,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,9.5337495803833,62.5,4.5,3.922305404677203,1,1,1,1,1,1,1,1,1,1,1,1,9.5337495803833,0.1522127389907837
HM16129,64.85,-7.71,N. pachyderma,2.9,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,N. pachyderma,6.112142562866211,64.5,-7.5,40.224441995226435,1,1,1,1,1,1,1,1,1,1,1,1,6.112142562866211,0.3376954197883606
